,Dataset,Cell_type
9154,CID004731-1,Pericyte
9155,CID004731-1,Post-capillary venules
9156,CID004731-1,Proliferating Stromal Cell
9157,CID004731-1,Smooth Muscle Cell
9158,CID004731-1,Enterocyte
9159,CID004731-1,Enteroendocrine Cell
9160,CID004731-1,Epithelial M Cell
9161,CID004731-1,Epithelial Progenitor Cell
9162,CID004731-1,Epithelial Stem Cell
9163,CID004731-1,Goblet Cell
9164,CID004731-1,Tuft Cell
9165,CID004732-1,CD209+ moDC
9166,CID004732-1,CD83+ CLEC9A+ DC
9167,CID004732-1,CD83- CLEC9A+ DC
9168,CID004732-1,CLEC10A+ DC
9169,CID004732-1,IL7R+ Activated DC
9170,CID004732-1,Mast Cell
9171,CID004732-1,Memory B cell
9172,CID004732-1,Monocyte Inflammatory
9173,CID004732-1,Proliferating myeloid
9174,CID004732-1,Resident Macrophage
9175,CID004732-1,CD4 SELL naive
9176,CID004732-1,CD4 TRM
9177,CID004732-1,CD4 Tfh
9178,CID004732-1,CD4 Th17
9179,CID004732-1,CD4 Tph
9180,CID004732-1,CD4 Treg
9181,CID004732-1,CD8 Effector
9182,CID004732-1,CD8 IEL
9183,CID004732-1,CD8 SELL Naive
9184,CID004732-1,ILC3
9185,CID004732-1,MAIT
9186,CID004732-1,NK
9187,CID004732-1,Proliferating T cells
9188,CID004732-1,gd T cell 1
9189,CID004732-1,gd T cell 2
9190,CID004732-1,GC-like B cell
9191,CID004732-1,Memory B cell
9192,CID004732-1,Naive B cell
9193,CID004732-1,Plasma Cell
9194,CID004732-1,Plasmablast
9195,CID004732-1,Arterial Pericyte
9196,CID004732-1,Blood Endothelial Cell
9197,CID004732-1,Fibroblast
9198,CID004732-1,Glial Cell
9199,CID004732-1,Inflammatory Fibroblast
9200,CID004732-1,Myofibroblast
9201,CID004732-1,Pericyte
9202,CID004732-1,Post-capillary venules
9203,CID004732-1,Proliferating Stromal Cell
9204,CID004732-1,Smooth Muscle Cell
9205,CID004732-1,Enterocyte
9206,CID004732-1,Enteroendocrine Cell
9207,CID004732-1,Epithelial M Cell
9208,CID004732-1,Epithelial Progenitor Cell
9209,CID004732-1,Epithelial Stem Cell
9210,CID004732-1,Goblet Cell
9211,CID004732-1,Tuft Cell
9212,CID004733-1,CD209+ moDC
9213,CID004733-1,CD83+ CLEC9A+ DC
9214,CID004733-1,CD83- CLEC9A+ DC
9215,CID004733-1,CLEC10A+ DC
9216,CID004733-1,IL7R+ Activated DC
9217,CID004733-1,Mast Cell
9218,CID004733-1,Memory B cell
9219,CID004733-1,Monocyte Inflammatory
9220,CID004733-1,Proliferating myeloid
9221,CID004733-1,Resident Macrophage
9222,CID004733-1,CD4 SELL naive
9223,CID004733-1,CD4 TRM
9224,CID004733-1,CD4 Tfh
9225,CID004733-1,CD4 Th17
9226,CID004733-1,CD4 Tph
9227,CID004733-1,CD4 Treg
9228,CID004733-1,CD8 Effector
9229,CID004733-1,CD8 IEL
9230,CID004733-1,CD8 SELL Naive
9231,CID004733-1,ILC3
9232,CID004733-1,MAIT
9233,CID004733-1,NK
9234,CID004733-1,Proliferating T cells
9235,CID004733-1,gd T cell 1
9236,CID004733-1,gd T cell 2
9237,CID004733-1,GC-like B cell
9238,CID004733-1,Memory B cell
9239,CID004733-1,Naive B cell
9240,CID004733-1,Plasma Cell
9241,CID004733-1,Plasmablast
9242,CID004733-1,Arterial Pericyte
9243,CID004733-1,Blood Endothelial Cell
9244,CID004733-1,Fibroblast
9245,CID004733-1,Glial Cell
9246,CID004733-1,Inflammatory Fibroblast
9247,CID004733-1,Myofibroblast
9248,CID004733-1,Pericyte
9249,CID004733-1,Post-capillary venules
9250,CID004733-1,Proliferating Stromal Cell
9251,CID004733-1,Smooth Muscle Cell
9252,CID004733-1,Enterocyte
9253,CID004733-1,Enteroendocrine Cell
9254,CID004733-1,Epithelial M Cell
9255,CID004733-1,Epithelial Progenitor Cell
9256,CID004733-1,Epithelial Stem Cell
9257,CID004733-1,Goblet Cell
9258,CID004733-1,Tuft Cell
9259,CID004734-1,CD209+ moDC
9260,CID004734-1,CD83+ CLEC9A+ DC
9261,CID004734-1,CD83- CLEC9A+ DC
9262,CID004734-1,CLEC10A+ DC
9263,CID004734-1,IL7R+ Activated DC
9264,CID004734-1,Mast Cell
9265,CID004734-1,Memory B cell
9266,CID004734-1,Monocyte Inflammatory
9267,CID004734-1,Proliferating myeloid
9268,CID004734-1,Resident Macrophage
9269,CID004734-1,CD4 SELL naive
9270,CID004734-1,CD4 TRM
9271,CID004734-1,CD4 Tfh
9272,CID004734-1,CD4 Th17
9273,CID004734-1,CD4 Tph
9274,CID004734-1,CD4 Treg
9275,CID004734-1,CD8 Effector
9276,CID004734-1,CD8 IEL
9277,CID004734-1,CD8 SELL Naive
9278,CID004734-1,ILC3
9279,CID004734-1,MAIT
9280,CID004734-1,NK
9281,CID004734-1,Proliferating T cells
9282,CID004734-1,gd T cell 1
9283,CID004734-1,gd T cell 2
9284,CID004734-1,GC-like B cell
9285,CID004734-1,Memory B cell
9286,CID004734-1,Naive B cell
9287,CID004734-1,Plasma Cell
9288,CID004734-1,Plasmablast
9289,CID004734-1,Arterial Pericyte
9290,CID004734-1,Blood Endothelial Cell
9291,CID004734-1,Fibroblast
9292,CID004734-1,Glial Cell
9293,CID004734-1,Inflammatory Fibroblast
9294,CID004734-1,Myofibroblast
9295,CID004734-1,Pericyte
9296,CID004734-1,Post-capillary venules
9297,CID004734-1,Proliferating Stromal Cell
9298,CID004734-1,Smooth Muscle Cell
9299,CID004734-1,Enterocyte
9300,CID004734-1,Enteroendocrine Cell
9301,CID004734-1,Epithelial M Cell
9302,CID004734-1,Epithelial Progenitor Cell
9303,CID004734-1,Epithelial Stem Cell
9304,CID004734-1,Goblet Cell
9305,CID004734-1,Tuft Cell
9306,CID004735-1,CD209+ moDC
9307,CID004735-1,CD83+ CLEC9A+ DC
9308,CID004735-1,CD83- CLEC9A+ DC
9309,CID004735-1,CLEC10A+ DC
9310,CID004735-1,IL7R+ Activated DC
9311,CID004735-1,Mast Cell
9312,CID004735-1,Memory B cell
9313,CID004735-1,Monocyte Inflammatory
9314,CID004735-1,Proliferating myeloid
9315,CID004735-1,Resident Macrophage
9316,CID004735-1,CD4 SELL naive
9317,CID004735-1,CD4 TRM
9318,CID004735-1,CD4 Tfh
9319,CID004735-1,CD4 Th17
9320,CID004735-1,CD4 Tph
9321,CID004735-1,CD4 Treg
9322,CID004735-1,CD8 Effector
9323,CID004735-1,CD8 IEL
9324,CID004735-1,CD8 SELL Naive
9325,CID004735-1,ILC3
9326,CID004735-1,MAIT
9327,CID004735-1,NK
9328,CID004735-1,Proliferating T cells
9329,CID004735-1,gd T cell 1
9330,CID004735-1,gd T cell 2
9331,CID004735-1,GC-like B cell
9332,CID004735-1,Memory B cell
9333,CID004735-1,Naive B cell
9334,CID004735-1,Plasma Cell
9335,CID004735-1,Plasmablast
9336,CID004735-1,Arterial Pericyte
9337,CID004735-1,Blood Endothelial Cell
9338,CID004735-1,Fibroblast
9339,CID004735-1,Glial Cell
9340,CID004735-1,Inflammatory Fibroblast
9341,CID004735-1,Myofibroblast
9342,CID004735-1,Pericyte
9343,CID004735-1,Post-capillary venules
9344,CID004735-1,Proliferating Stromal Cell
9345,CID004735-1,Smooth Muscle Cell
9346,CID004735-1,Enterocyte
9347,CID004735-1,Enteroendocrine Cell
9348,CID004735-1,Epithelial M Cell
9349,CID004735-1,Epithelial Progenitor Cell
9350,CID004735-1,Epithelial Stem Cell
9351,CID004735-1,Goblet Cell
9352,CID004735-1,Tuft Cell
9353,CID004736-1,CD209+ moDC
9354,CID004736-1,CD83+ CLEC9A+ DC
9355,CID004736-1,CD83- CLEC9A+ DC
9356,CID004736-1,CLEC10A+ DC
9357,CID004736-1,IL7R+ Activated DC
9358,CID004736-1,Mast Cell
9359,CID004736-1,Memory B cell
9360,CID004736-1,Monocyte Inflammatory
9361,CID004736-1,Proliferating myeloid
9362,CID004736-1,Resident Macrophage
9363,CID004736-1,CD4 SELL naive
9364,CID004736-1,CD4 TRM
9365,CID004736-1,CD4 Tfh
9366,CID004736-1,CD4 Th17
9367,CID004736-1,CD4 Tph
9368,CID004736-1,CD4 Treg
9369,CID004736-1,CD8 Effector
9370,CID004736-1,CD8 IEL
9371,CID004736-1,CD8 SELL Naive
9372,CID004736-1,ILC3
9373,CID004736-1,MAIT
9374,CID004736-1,NK
9375,CID004736-1,Proliferating T cells
9376,CID004736-1,gd T cell 1
9377,CID004736-1,gd T cell 2
9378,CID004736-1,GC-like B cell
9379,CID004736-1,Memory B cell
9380,CID004736-1,Naive B cell
9381,CID004736-1,Plasma Cell
9382,CID004736-1,Plasmablast
9383,CID004736-1,Arterial Pericyte
9384,CID004736-1,Blood Endothelial Cell
9385,CID004736-1,Fibroblast
9386,CID004736-1,Glial Cell
9387,CID004736-1,Inflammatory Fibroblast
9388,CID004736-1,Myofibroblast
9389,CID004736-1,Pericyte
9390,CID004736-1,Post-capillary venules
9391,CID004736-1,Proliferating Stromal Cell
9392,CID004736-1,Smooth Muscle Cell
9393,CID004736-1,Enterocyte
9394,CID004736-1,Enteroendocrine Cell
9395,CID004736-1,Epithelial M Cell
9396,CID004736-1,Epithelial Progenitor Cell
9397,CID004736-1,Epithelial Stem Cell
9398,CID004736-1,Goblet Cell
9399,CID004736-1,Tuft Cell
9400,CID004737-1,CD209+ moDC
9401,CID004737-1,CD83+ CLEC9A+ DC
9402,CID004737-1,CD83- CLEC9A+ DC
9403,CID004737-1,CLEC10A+ DC
9404,CID004737-1,IL7R+ Activated DC
9405,CID004737-1,Mast Cell
9406,CID004737-1,Memory B cell
9407,CID004737-1,Monocyte Inflammatory
9408,CID004737-1,Proliferating myeloid
9409,CID004737-1,Resident Macrophage
9410,CID004737-1,CD4 SELL naive
9411,CID004737-1,CD4 TRM
9412,CID004737-1,CD4 Tfh
9413,CID004737-1,CD4 Th17
9414,CID004737-1,CD4 Tph
9415,CID004737-1,CD4 Treg
9416,CID004737-1,CD8 Effector
9417,CID004737-1,CD8 IEL
9418,CID004737-1,CD8 SELL Naive
9419,CID004737-1,ILC3
9420,CID004737-1,MAIT
9421,CID004737-1,NK
9422,CID004737-1,Proliferating T cells
9423,CID004737-1,gd T cell 1
9424,CID004737-1,gd T cell 2
9425,CID004737-1,GC-like B cell
9426,CID004737-1,Memory B cell
9427,CID004737-1,Naive B cell
9428,CID004737-1,Plasma Cell
9429,CID004737-1,Plasmablast
9430,CID004737-1,Arterial Pericyte
9431,CID004737-1,Blood Endothelial Cell
9432,CID004737-1,Fibroblast
9433,CID004737-1,Glial Cell
9434,CID004737-1,Inflammatory Fibroblast
9435,CID004737-1,Myofibroblast
9436,CID004737-1,Pericyte
9437,CID004737-1,Post-capillary venules
9438,CID004737-1,Proliferating Stromal Cell
9439,CID004737-1,Smooth Muscle Cell
9440,CID004737-1,Enterocyte
9441,CID004737-1,Enteroendocrine Cell
9442,CID004737-1,Epithelial M Cell
9443,CID004737-1,Epithelial Progenitor Cell
9444,CID004737-1,Epithelial Stem Cell
9445,CID004737-1,Goblet Cell
9446,CID004737-1,Tuft Cell
9447,CID004738-1,CD209+ moDC
9448,CID004738-1,CD83+ CLEC9A+ DC
9449,CID004738-1,CD83- CLEC9A+ DC
9450,CID004738-1,CLEC10A+ DC
9451,CID004738-1,IL7R+ Activated DC
9452,CID004738-1,Mast Cell
9453,CID004738-1,Memory B cell
9454,CID004738-1,Monocyte Inflammatory
9455,CID004738-1,Proliferating myeloid
9456,CID004738-1,Resident Macrophage
9457,CID004738-1,CD4 SELL naive
9458,CID004738-1,CD4 TRM
9459,CID004738-1,CD4 Tfh
9460,CID004738-1,CD4 Th17
9461,CID004738-1,CD4 Tph
9462,CID004738-1,CD4 Treg
9463,CID004738-1,CD8 Effector
9464,CID004738-1,CD8 IEL
9465,CID004738-1,CD8 SELL Naive
9466,CID004738-1,ILC3
9467,CID004738-1,MAIT
9468,CID004738-1,NK
9469,CID004738-1,Proliferating T cells
9470,CID004738-1,gd T cell 1
9471,CID004738-1,gd T cell 2
9472,CID004738-1,GC-like B cell
9473,CID004738-1,Memory B cell
9474,CID004738-1,Naive B cell
9475,CID004738-1,Plasma Cell
9476,CID004738-1,Plasmablast
9477,CID004738-1,Arterial Pericyte
9478,CID004738-1,Blood Endothelial Cell
9479,CID004738-1,Fibroblast
9480,CID004738-1,Glial Cell
9481,CID004738-1,Inflammatory Fibroblast
9482,CID004738-1,Myofibroblast
9483,CID004738-1,Pericyte
9484,CID004738-1,Post-capillary venules
9485,CID004738-1,Proliferating Stromal Cell
9486,CID004738-1,Smooth Muscle Cell
9487,CID004738-1,Enterocyte
9488,CID004738-1,Enteroendocrine Cell
9489,CID004738-1,Epithelial M Cell
9490,CID004738-1,Epithelial Progenitor Cell
9491,CID004738-1,Epithelial Stem Cell
9492,CID004738-1,Goblet Cell
9493,CID004738-1,Tuft Cell
9494,CID004739-1,CD209+ moDC
9495,CID004739-1,CD83+ CLEC9A+ DC
9496,CID004739-1,CD83- CLEC9A+ DC
9497,CID004739-1,CLEC10A+ DC
9498,CID004739-1,IL7R+ Activated DC
9499,CID004739-1,Mast Cell
9500,CID004739-1,Memory B cell
9501,CID004739-1,Monocyte Inflammatory
9502,CID004739-1,Proliferating myeloid
9503,CID004739-1,Resident Macrophage
9504,CID004739-1,CD4 SELL naive
9505,CID004739-1,CD4 TRM
9506,CID004739-1,CD4 Tfh
9507,CID004739-1,CD4 Th17
9508,CID004739-1,CD4 Tph
9509,CID004739-1,CD4 Treg
9510,CID004739-1,CD8 Effector
9511,CID004739-1,CD8 IEL
9512,CID004739-1,CD8 SELL Naive
9513,CID004739-1,ILC3
9514,CID004739-1,MAIT
9515,CID004739-1,NK
9516,CID004739-1,Proliferating T cells
9517,CID004739-1,gd T cell 1
9518,CID004739-1,gd T cell 2
9519,CID004739-1,GC-like B cell
9520,CID004739-1,Memory B cell
9521,CID004739-1,Naive B cell
9522,CID004739-1,Plasma Cell
9523,CID004739-1,Plasmablast
9524,CID004739-1,Arterial Pericyte
9525,CID004739-1,Blood Endothelial Cell
9526,CID004739-1,Fibroblast
9527,CID004739-1,Glial Cell
9528,CID004739-1,Inflammatory Fibroblast
9529,CID004739-1,Myofibroblast
9530,CID004739-1,Pericyte
9531,CID004739-1,Post-capillary venules
9532,CID004739-1,Proliferating Stromal Cell
9533,CID004739-1,Smooth Muscle Cell
9534,CID004739-1,Enterocyte
9535,CID004739-1,Enteroendocrine Cell
9536,CID004739-1,Epithelial M Cell
9537,CID004739-1,Epithelial Progenitor Cell
9538,CID004739-1,Epithelial Stem Cell
9539,CID004739-1,Goblet Cell
9540,CID004739-1,Tuft Cell
9541,CID004740-1,CD209+ moDC
9542,CID004740-1,CD83+ CLEC9A+ DC
9543,CID004740-1,CD83- CLEC9A+ DC
9544,CID004740-1,CLEC10A+ DC
9545,CID004740-1,IL7R+ Activated DC
9546,CID004740-1,Mast Cell
9547,CID004740-1,Memory B cell
9548,CID004740-1,Monocyte Inflammatory
9549,CID004740-1,Proliferating myeloid
9550,CID004740-1,Resident Macrophage
9551,CID004740-1,CD4 SELL naive
9552,CID004740-1,CD4 TRM
9553,CID004740-1,CD4 Tfh
9554,CID004740-1,CD4 Th17
9555,CID004740-1,CD4 Tph
9556,CID004740-1,CD4 Treg
9557,CID004740-1,CD8 Effector
9558,CID004740-1,CD8 IEL
9559,CID004740-1,CD8 SELL Naive
9560,CID004740-1,ILC3
9561,CID004740-1,MAIT
9562,CID004740-1,NK
9563,CID004740-1,Proliferating T cells
9564,CID004740-1,gd T cell 1
9565,CID004740-1,gd T cell 2
9566,CID004740-1,GC-like B cell
9567,CID004740-1,Memory B cell
9568,CID004740-1,Naive B cell
9569,CID004740-1,Plasma Cell
9570,CID004740-1,Plasmablast
9571,CID004740-1,Arterial Pericyte
9572,CID004740-1,Blood Endothelial Cell
9573,CID004740-1,Fibroblast
9574,CID004740-1,Glial Cell
9575,CID004740-1,Inflammatory Fibroblast
9576,CID004740-1,Myofibroblast
9577,CID004740-1,Pericyte
9578,CID004740-1,Post-capillary venules
9579,CID004740-1,Proliferating Stromal Cell
9580,CID004740-1,Smooth Muscle Cell
9581,CID004740-1,Enterocyte
9582,CID004740-1,Enteroendocrine Cell
9583,CID004740-1,Epithelial M Cell
9584,CID004740-1,Epithelial Progenitor Cell
9585,CID004740-1,Epithelial Stem Cell
9586,CID004740-1,Goblet Cell
9587,CID004740-1,Tuft Cell
9588,CID004741-1,CD209+ moDC
9589,CID004741-1,CD83+ CLEC9A+ DC
9590,CID004741-1,CD83- CLEC9A+ DC
9591,CID004741-1,CLEC10A+ DC
9592,CID004741-1,IL7R+ Activated DC
9593,CID004741-1,Mast Cell
9594,CID004741-1,Memory B cell
9595,CID004741-1,Monocyte Inflammatory
9596,CID004741-1,Proliferating myeloid
9597,CID004741-1,Resident Macrophage
9598,CID004741-1,CD4 SELL naive
9599,CID004741-1,CD4 TRM
9600,CID004741-1,CD4 Tfh
9601,CID004741-1,CD4 Th17
9602,CID004741-1,CD4 Tph
9603,CID004741-1,CD4 Treg
9604,CID004741-1,CD8 Effector
9605,CID004741-1,CD8 IEL
9606,CID004741-1,CD8 SELL Naive
9607,CID004741-1,ILC3
9608,CID004741-1,MAIT
9609,CID004741-1,NK
9610,CID004741-1,Proliferating T cells
9611,CID004741-1,gd T cell 1
9612,CID004741-1,gd T cell 2
9613,CID004741-1,GC-like B cell
9614,CID004741-1,Memory B cell
9615,CID004741-1,Naive B cell
9616,CID004741-1,Plasma Cell
9617,CID004741-1,Plasmablast
9618,CID004741-1,Arterial Pericyte
9619,CID004741-1,Blood Endothelial Cell
9620,CID004741-1,Fibroblast
9621,CID004741-1,Glial Cell
9622,CID004741-1,Inflammatory Fibroblast
9623,CID004741-1,Myofibroblast
9624,CID004741-1,Pericyte
9625,CID004741-1,Post-capillary venules
9626,CID004741-1,Proliferating Stromal Cell
9627,CID004741-1,Smooth Muscle Cell
9628,CID004741-1,Enterocyte
9629,CID004741-1,Enteroendocrine Cell
9630,CID004741-1,Epithelial M Cell
9631,CID004741-1,Epithelial Progenitor Cell
9632,CID004741-1,Epithelial Stem Cell
9633,CID004741-1,Goblet Cell
9634,CID004741-1,Tuft Cell
9635,CID004742-1,CD209+ moDC
9636,CID004742-1,CD83+ CLEC9A+ DC
9637,CID004742-1,CD83- CLEC9A+ DC
9638,CID004742-1,CLEC10A+ DC
9639,CID004742-1,IL7R+ Activated DC
9640,CID004742-1,Mast Cell
9641,CID004742-1,Memory B cell
9642,CID004742-1,Monocyte Inflammatory
9643,CID004742-1,Proliferating myeloid
9644,CID004742-1,Resident Macrophage
9645,CID004742-1,CD4 SELL naive
9646,CID004742-1,CD4 TRM
9647,CID004742-1,CD4 Tfh
9648,CID004742-1,CD4 Th17
9649,CID004742-1,CD4 Tph
9650,CID004742-1,CD4 Treg
9651,CID004742-1,CD8 Effector
9652,CID004742-1,CD8 IEL
9653,CID004742-1,CD8 SELL Naive
9654,CID004742-1,ILC3
9655,CID004742-1,MAIT
9656,CID004742-1,NK
9657,CID004742-1,Proliferating T cells
9658,CID004742-1,gd T cell 1
9659,CID004742-1,gd T cell 2
9660,CID004742-1,GC-like B cell
9661,CID004742-1,Memory B cell
9662,CID004742-1,Naive B cell
9663,CID004742-1,Plasma Cell
9664,CID004742-1,Plasmablast
9665,CID004742-1,Arterial Pericyte
9666,CID004742-1,Blood Endothelial Cell
9667,CID004742-1,Fibroblast
9668,CID004742-1,Glial Cell
9669,CID004742-1,Inflammatory Fibroblast
9670,CID004742-1,Myofibroblast
9671,CID004742-1,Pericyte
9672,CID004742-1,Post-capillary venules
9673,CID004742-1,Proliferating Stromal Cell
9674,CID004742-1,Smooth Muscle Cell
9675,CID004742-1,Enterocyte
9676,CID004742-1,Enteroendocrine Cell
9677,CID004742-1,Epithelial M Cell
9678,CID004742-1,Epithelial Progenitor Cell
9679,CID004742-1,Epithelial Stem Cell
9680,CID004742-1,Goblet Cell
9681,CID004742-1,Tuft Cell
9682,CID004743-1,CD209+ moDC
9683,CID004743-1,CD83+ CLEC9A+ DC
9684,CID004743-1,CD83- CLEC9A+ DC
9685,CID004743-1,CLEC10A+ DC
9686,CID004743-1,IL7R+ Activated DC
9687,CID004743-1,Mast Cell
9688,CID004743-1,Memory B cell
9689,CID004743-1,Monocyte Inflammatory
9690,CID004743-1,Proliferating myeloid
9691,CID004743-1,Resident Macrophage
9692,CID004743-1,CD4 SELL naive
9693,CID004743-1,CD4 TRM
9694,CID004743-1,CD4 Tfh
9695,CID004743-1,CD4 Th17
9696,CID004743-1,CD4 Tph
9697,CID004743-1,CD4 Treg
9698,CID004743-1,CD8 Effector
9699,CID004743-1,CD8 IEL
9700,CID004743-1,CD8 SELL Naive
9701,CID004743-1,ILC3
9702,CID004743-1,MAIT
9703,CID004743-1,NK
9704,CID004743-1,Proliferating T cells
9705,CID004743-1,gd T cell 1
9706,CID004743-1,gd T cell 2
9707,CID004743-1,GC-like B cell
9708,CID004743-1,Memory B cell
9709,CID004743-1,Naive B cell
9710,CID004743-1,Plasma Cell
9711,CID004743-1,Plasmablast
9712,CID004743-1,Arterial Pericyte
9713,CID004743-1,Blood Endothelial Cell
9714,CID004743-1,Fibroblast
9715,CID004743-1,Glial Cell
9716,CID004743-1,Inflammatory Fibroblast
9717,CID004743-1,Myofibroblast
9718,CID004743-1,Pericyte
9719,CID004743-1,Post-capillary venules
9720,CID004743-1,Proliferating Stromal Cell
9721,CID004743-1,Smooth Muscle Cell
9722,CID004743-1,Enterocyte
9723,CID004743-1,Enteroendocrine Cell
9724,CID004743-1,Epithelial M Cell
9725,CID004743-1,Epithelial Progenitor Cell
9726,CID004743-1,Epithelial Stem Cell
9727,CID004743-1,Goblet Cell
9728,CID004743-1,Tuft Cell
9729,CID004744-1,CD209+ moDC
9730,CID004744-1,CD83+ CLEC9A+ DC
9731,CID004744-1,CD83- CLEC9A+ DC
9732,CID004744-1,CLEC10A+ DC
9733,CID004744-1,IL7R+ Activated DC
9734,CID004744-1,Mast Cell
9735,CID004744-1,Memory B cell
9736,CID004744-1,Monocyte Inflammatory
9737,CID004744-1,Proliferating myeloid
9738,CID004744-1,Resident Macrophage
9739,CID004744-1,CD4 SELL naive
9740,CID004744-1,CD4 TRM
9741,CID004744-1,CD4 Tfh
9742,CID004744-1,CD4 Th17
9743,CID004744-1,CD4 Tph
9744,CID004744-1,CD4 Treg
9745,CID004744-1,CD8 Effector
9746,CID004744-1,CD8 IEL
9747,CID004744-1,CD8 SELL Naive
9748,CID004744-1,ILC3
9749,CID004744-1,MAIT
9750,CID004744-1,NK
9751,CID004744-1,Proliferating T cells
9752,CID004744-1,gd T cell 1
9753,CID004744-1,gd T cell 2
9754,CID004744-1,GC-like B cell
9755,CID004744-1,Memory B cell
9756,CID004744-1,Naive B cell
9757,CID004744-1,Plasma Cell
9758,CID004744-1,Plasmablast
9759,CID004744-1,Arterial Pericyte
9760,CID004744-1,Blood Endothelial Cell
9761,CID004744-1,Fibroblast
9762,CID004744-1,Glial Cell
9763,CID004744-1,Inflammatory Fibroblast
9764,CID004744-1,Myofibroblast
9765,CID004744-1,Pericyte
9766,CID004744-1,Post-capillary venules
9767,CID004744-1,Proliferating Stromal Cell
9768,CID004744-1,Smooth Muscle Cell
9769,CID004744-1,Enterocyte
9770,CID004744-1,Enteroendocrine Cell
9771,CID004744-1,Epithelial M Cell
9772,CID004744-1,Epithelial Progenitor Cell
9773,CID004744-1,Epithelial Stem Cell
9774,CID004744-1,Goblet Cell
9775,CID004744-1,Tuft Cell
9776,CID004745-1,CD209+ moDC
9777,CID004745-1,CD83+ CLEC9A+ DC
9778,CID004745-1,CD83- CLEC9A+ DC
9779,CID004745-1,CLEC10A+ DC
9780,CID004745-1,IL7R+ Activated DC
9781,CID004745-1,Mast Cell
9782,CID004745-1,Memory B cell
9783,CID004745-1,Monocyte Inflammatory
9784,CID004745-1,Proliferating myeloid
9785,CID004745-1,Resident Macrophage
9786,CID004745-1,CD4 SELL naive
9787,CID004745-1,CD4 TRM
9788,CID004745-1,CD4 Tfh
9789,CID004745-1,CD4 Th17
9790,CID004745-1,CD4 Tph
9791,CID004745-1,CD4 Treg
9792,CID004745-1,CD8 Effector
9793,CID004745-1,CD8 IEL
9794,CID004745-1,CD8 SELL Naive
9795,CID004745-1,ILC3
9796,CID004745-1,MAIT
9797,CID004745-1,NK
9798,CID004745-1,Proliferating T cells
9799,CID004745-1,gd T cell 1
9800,CID004745-1,gd T cell 2
9801,CID004745-1,GC-like B cell
9802,CID004745-1,Memory B cell
9803,CID004745-1,Naive B cell
9804,CID004745-1,Plasma Cell
9805,CID004745-1,Plasmablast
9806,CID004745-1,Arterial Pericyte
9807,CID004745-1,Blood Endothelial Cell
9808,CID004745-1,Fibroblast
9809,CID004745-1,Glial Cell
9810,CID004745-1,Inflammatory Fibroblast
9811,CID004745-1,Myofibroblast
9812,CID004745-1,Pericyte
9813,CID004745-1,Post-capillary venules
9814,CID004745-1,Proliferating Stromal Cell
9815,CID004745-1,Smooth Muscle Cell
9816,CID004745-1,Enterocyte
9817,CID004745-1,Enteroendocrine Cell
9818,CID004745-1,Epithelial M Cell
9819,CID004745-1,Epithelial Progenitor Cell
9820,CID004745-1,Epithelial Stem Cell
9821,CID004745-1,Goblet Cell
9822,CID004745-1,Tuft Cell
9823,CID004746-1,CD209+ moDC
9824,CID004746-1,CD83+ CLEC9A+ DC
9825,CID004746-1,CD83- CLEC9A+ DC
9826,CID004746-1,CLEC10A+ DC
9827,CID004746-1,IL7R+ Activated DC
9828,CID004746-1,Mast Cell
9829,CID004746-1,Memory B cell
9830,CID004746-1,Monocyte Inflammatory
9831,CID004746-1,Proliferating myeloid
9832,CID004746-1,Resident Macrophage
9833,CID004746-1,CD4 SELL naive
9834,CID004746-1,CD4 TRM
9835,CID004746-1,CD4 Tfh
9836,CID004746-1,CD4 Th17
9837,CID004746-1,CD4 Tph
9838,CID004746-1,CD4 Treg
9839,CID004746-1,CD8 Effector
9840,CID004746-1,CD8 IEL
9841,CID004746-1,CD8 SELL Naive
9842,CID004746-1,ILC3
9843,CID004746-1,MAIT
9844,CID004746-1,NK
9845,CID004746-1,Proliferating T cells
9846,CID004746-1,gd T cell 1
9847,CID004746-1,gd T cell 2
9848,CID004746-1,GC-like B cell
9849,CID004746-1,Memory B cell
9850,CID004746-1,Naive B cell
9851,CID004746-1,Plasma Cell
9852,CID004746-1,Plasmablast
