,Tumor_model_annot,Blood_model_annot,Dataset
SRX3208761,Macrophages,,GSE104174
SRX3242698,Macrophages,,GSE104589
SRX3161384,Fibroblasts,,GSE103488
SRX5213377,Macrophages_M2,,GSE124738
SRX1739367,Macrophages_M1,,GSE81046
SRX4823187,Macrophages,,GSE121049
SRX2426735,Fibroblasts,,GSE81405
SRX5236170,T_cells,,GSE124876
SRX5824189,Follicular_T_helper,,GSE131089
SRX1527122,Endothelium,,GSE76743
SRX4223193,CD8_T_cells,,GSE115898
SRX1739191,Macrophages,,GSE81046
SRX4044538,T_helpers,,GSE114065
SRX2701825,Fibroblasts,,GSE97358
SRX2701861,Fibroblasts,,GSE97358
SRX2701918,Fibroblasts,,GSE97358
SRX2915421,Macrophages,,GSE99987
SRX4044484,T_helpers,,GSE114065
SRX3242699,Macrophages,,GSE104589
SRX2433605,Macrophages,,GSE92532
SRX3209587,Macrophages_M1,,GSE104176
SRX5128535,T_helpers,,GSE123812
ERX623646,Fibroblasts,,E-MTAB-3037
SRX1739200,Macrophages,,GSE81046
SRX2741709,T_helpers,,GSE97862
ERX1448282,Fibroblasts,,E-MTAB-4652
SRX2388283,Macrophages_M1,,GSE90748
SRX4016718,CD4_T_cells,,GSE113891
ERX397875,CD4_T_cells,,E-MTAB-2319
SRX4799335,T_cells,,GSE120847
SRX327496,Fibroblasts,,GSE49159
SRX849318,Fibroblasts,,GSE65145
SRX2915430,Macrophages,,GSE99987
SRX4495412,Macrophages,,GSE117970
SRX1739366,Macrophages,,GSE81046
SRX4016754,CD4_T_cells,,GSE113891
ERX397903,Non_plasma_B_cells,,E-MTAB-2319
SRX5512578,Endothelium,,GSE131681
ERX1448244,Fibroblasts,,E-MTAB-4652
SRX2433575,Macrophages,,GSE92532
SRX1427416,Macrophages,,GSE74924
SRX974172,Macrophages_M1,,GSE67427
SRX5191651,Endothelium,,GSE124522
SRX3703070,CD8_T_cells,,GSE110684
SRX1739125,Macrophages_M1,,GSE81046
SRX2422723,Non_plasma_B_cells,,GSE92387
SRX4016708,CD4_T_cells,,GSE113891
SRX1739353,Macrophages_M1,,GSE81046
SRX3263443,CD4_T_cells,,GSE104744
SRX1427442,Macrophages_M1,,GSE74924
SRX1739134,Macrophages_M1,,GSE81046
SRX4495390,Monocytes,,GSE117970
SRX4804484,CD8_T_cells,,GSE120904
SRX4016721,CD4_T_cells,,GSE113891
SRX3110509,Fibroblasts,,GSE102860
SRX974098,Macrophages_M1,,GSE67427
SRX1739248,Macrophages,,GSE81046
SRX4453818,NK_cells,,GSE117614
SRX1739277,Macrophages,,GSE81046
SRX4453820,NK_cells,,GSE117614
SRX2701873,Fibroblasts,,GSE97358
SRX4386643,Macrophages_M1,,GSE117040
SRX3862289,gd_T_Cells,,GSE112483
SRX4016738,CD4_T_cells,,GSE113891
SRX5191633,Endothelium,,GSE124522
SRX3862321,Macrophages,,GSE112483
SRX1884184,Fibroblasts,,GSE83834
SRX1739395,Macrophages_M1,,GSE81046
SRX1164948,T_helpers,,GSE72400
SRX1571030,NK_cells,,GSE77808
SRX974104,Macrophages_M1,,GSE67427
SRX2388202,CD8_T_cells,,GSE90730
SRX974134,Macrophages_M1,,GSE67427
SRX259449,Non_plasma_B_cells,,GSE45734
SRX4453822,CD8_T_cells,,GSE117614
SRX2701890,Fibroblasts,,GSE97358
SRX974091,Macrophages_M1,,GSE67427
SRX259483,Non_plasma_B_cells,,GSE45734
SRX2741701,T_helpers,,GSE97862
SRX4521349,Macrophages,,GSE118305
SRX5604268,Fibroblasts,,GSE129058
SRX4074866,CD8_T_cells,,GSE114407
SRX3021622,Fibroblasts,,GSE101665
SRX974157,Macrophages_M1,,GSE67427
SRX865310,Fibroblasts,,GSE65634
SRX4016751,CD4_T_cells,,GSE113891
SRX2388159,CD8_T_cells,,GSE90730
SRX5512589,Endothelium,,GSE131681
SRX756979,CD8_T_cells,,GSE63144
SRX3234600,Fibroblasts,,GSE104458
SRX4044500,T_helpers,,GSE114065
SRX3118399,Fibroblasts,,GSE102983
SRX1739343,Macrophages_M1,,GSE81046
SRX1739470,Macrophages_M1,,GSE81046
SRX3589808,Endothelium,,GSE109322
SRX2701806,Fibroblasts,,GSE97358
SRX4495387,Monocytes,,GSE117970
SRX4495391,Monocytes,,GSE117970
SRX5624496,Macrophages_M1,,GSE129210
SRX1016110,Macrophages,,GSE68482
SRX4097403,Endothelium,,GSE114607
SRX974079,Macrophages_M1,,GSE67427
SRX2915429,Macrophages,,GSE99987
SRX4075011,CD4_T_cells,,GSE114407
SRX4797309,CD4_T_cells,,GSE112101
ERX1842509,Neutrophils,,E-MTAB-5316
SRX4797352,Fibroblasts,,GSE112101
SRX2378914,Tregs,,GSE90569
SRX3399247,T_cells,,GSE107011
SRX1571015,NK_cells,,GSE77808
SRX259484,Non_plasma_B_cells,,GSE45734
SRX3021623,Fibroblasts,,GSE101665
SRX1601431,CD8_T_cells,,GSE78522
ERX1448253,Fibroblasts,,E-MTAB-4652
SRX2320886,CD4_T_cells,,GSE89404
SRX5824160,Follicular_T_helper,,GSE131088
SRX5124476,Macrophages,,GSE123603
SRX1739288,Macrophages,,GSE81046
SRX3862315,T_cells,,GSE112483
SRX4044581,T_helpers,,GSE114065
SRX4044595,T_helpers,,GSE114065
SRX3399224,T_helpers,,GSE107011
SRX4559885,Neutrophils,,GSE118644
SRX2635644,CD4_T_cells,,GSE96538
SRX2848430,Fibroblasts,,GSE99247
SRX4016759,CD4_T_cells,,GSE113891
SRX259474,B_cells,,GSE45734
SRX4453819,NK_cells,,GSE117614
ERX397848,CD4_T_cells,,E-MTAB-2319
SRX1739346,Macrophages_M1,,GSE81046
SRX469930,Endothelium,,GSE54912
SRX5512599,Endothelium,,GSE131681
SRX2388206,CD8_T_cells,,GSE90730
SRX5123155,Macrophages_M1,,GSE123532
SRX4551847,Endothelium,,GSE118538
SRX1739318,Macrophages,,GSE81046
SRX5124474,Macrophages,,GSE123603
SRX4016749,CD4_T_cells,,GSE113891
SRX1739386,Macrophages_M1,,GSE81046
ERX1958880,Non_plasma_B_cells,,E-MTAB-5616
SRX4386646,Macrophages,,GSE117040
SRX1558519,Endothelium,,GSE77522
ERX1966735,Macrophages,,E-MTAB-5640
SRX3399201,Non_plasma_B_cells,,GSE107011
SRX2947694,Macrophages_M1,,GSE100382
SRX974162,Macrophages_M1,,GSE67427
SRX1558515,Endothelium,,GSE77522
SRX736920,Fibroblasts,,GSE62540
SRX4016705,CD4_T_cells,,GSE113891
SRX2664167,Fibroblasts,,GSE96975
SRX5263040,Macrophages,,GSE125352
SRX1262131,CD4_T_cells,,GSE73213
ERX397902,CD4_T_cells,,E-MTAB-2319
SRX2741705,T_helpers,,GSE97862
SRX4184784,Myeloid_cells,,GSE115514
SRX2701878,Fibroblasts,,GSE97358
SRX4016730,CD4_T_cells,,GSE113891
SRX4521374,Macrophages,,GSE118305
SRX2848431,Fibroblasts,,GSE99247
SRX1739256,Macrophages_M1,,GSE81046
SRX5263046,Macrophages,,GSE125352
SRX1739071,Macrophages_M1,,GSE81046
SRX4518773,Plasma_B_cells,,GSE118254
SRX4074869,Non_plasma_B_cells,,GSE114407
SRX4510457,Macrophages,,GSE118157
SRX1707753,Fibroblasts,,GSE80333
SRX4223217,CD4_T_cells,,GSE115898
ERX397890,Th1_cells,,E-MTAB-2319
SRX3110507,Fibroblasts,,GSE102860
SRX5213383,Macrophages_M1,,GSE124738
SRX4184786,Myeloid_cells,,GSE115514
SRX4823186,Macrophages,,GSE121049
SRX2532746,CD4_T_cells,,GSE94396
SRX4074878,CD4_T_cells,,GSE114407
SRX1739154,Macrophages_M1,,GSE81046
SRX4495382,Monocytes,,GSE117970
SRX5824157,Follicular_T_helper,,GSE131088
SRX4074867,Monocytes,,GSE114407
SRX672209,Endothelium,,GSE60217
SRX4804519,CD8_T_cells,,GSE120904
SRX4797348,Fibroblasts,,GSE112101
SRX3110518,Fibroblasts,,GSE102860
SRX2426741,Fibroblasts,,GSE81405
SRX5824146,Follicular_T_helper,,GSE131088
SRX1870062,Fibroblasts,,GSE83611
SRX3862283,Macrophages,,GSE112483
SRX1674789,Fibroblasts,,GSE79842
SRX1363172,CD8_T_cells,,GSE74246
SRX2741734,T_helpers,,GSE97862
SRX4016704,CD4_T_cells,,GSE113891
SRX974138,Macrophages_M1,,GSE67427
SRX4203013,Non_plasma_B_cells,,GSE115736
SRX5128565,CD4_T_cells,,GSE123812
SRX1527094,Fibroblasts,,GSE77131
SRX3208773,Macrophages,,GSE104174
SRX3208735,Macrophages,,GSE104174
SRX1739083,Macrophages_M1,,GSE81046
SRX2388132,CD8_T_cells,,GSE90730
SRX4016742,CD4_T_cells,,GSE113891
SRX1558512,Endothelium,,GSE77522
SRX1601428,CD8_T_cells,,GSE78522
SRX4001751,Macrophages,,GSE103477
SRX672208,Endothelium,,GSE60217
SRX5794332,Endothelium,,GSE130727
SRX1739181,Macrophages_M1,,GSE81046
SRX528632,Fibroblasts,,GSE57049
SRX5128529,CD4_T_cells,,GSE123812
SRX2701808,Fibroblasts,,GSE97358
SRX1739466,Macrophages_M1,,GSE81046
SRX1948209,Endothelium,,GSE84385
SRX4012393,Endothelium,,GSE113839
SRX5824153,Follicular_T_helper,,GSE131088
SRX1527080,Fibroblasts,,GSE77131
SRX2915436,Macrophages,,GSE99987
SRX2701911,Fibroblasts,,GSE97358
SRX4097428,Endothelium,,GSE114607
SRX1739067,Macrophages_M1,,GSE81046
SRX974108,Macrophages_M1,,GSE67427
SRX5191639,Endothelium,,GSE124522
SRX3208751,Macrophages,,GSE104174
SRX5824161,Follicular_T_helper,,GSE131088
SRX2433571,Macrophages,,GSE92532
SRX3990083,CD8_T_cells_PD1_low,,GSE113590
SRX2193435,CD4_T_cells,,GSE87399
SRX5824216,Follicular_T_helper,,GSE131089
SRX5824140,Follicular_T_helper,,GSE131088
SRX1739253,Macrophages_M1,,GSE81046
SRX3360147,Fibroblasts,,GSE106508
ERX2514494,Macrophages_M2,,E-MTAB-6643
SRX5128544,Th2_cells,,GSE123812
SRX5247802,Myeloid_cells,,GSE125050
ERX1958883,Non_plasma_B_cells,,E-MTAB-5616
SRX3733742,Non_plasma_B_cells,,GSE110999
SRX1739184,Macrophages_M1,,GSE81046
SRX4184780,Myeloid_cells,,GSE115514
SRX4044561,T_helpers,,GSE114065
SRX1707756,Fibroblasts,,GSE80333
SRX2193426,CD4_T_cells,,GSE87399
SRX2388127,CD8_T_cells,,GSE90730
ERX1448255,Fibroblasts,,E-MTAB-4652
SRX3208709,Macrophages,,GSE104174
SRX982559,Fibroblasts,,GSE67659
SRX1739289,Macrophages_M1,,GSE81046
SRX5391669,T_cells,,GSE126752
SRX5128548,T_helpers,,GSE123812
SRX4285026,NK_cells,,GSE116178
SRX3208746,Macrophages,,GSE104174
SRX2701845,Fibroblasts,,GSE97358
SRX5824192,Follicular_T_helper,,GSE131089
ERX1966761,CD8_T_cells_PD1_high,,E-MTAB-5640
SRX611348,Endothelium,,GSE58663
SRX5824205,Follicular_T_helper,,GSE131089
SRX2701794,Fibroblasts,,GSE97358
SRX4799336,T_cells,,GSE120847
SRX1603613,Fibroblasts,,GSE78660
SRX1739419,Macrophages_M1,,GSE81046
ERX397882,CD4_T_cells,,E-MTAB-2319
SRX1739178,Macrophages_M1,,GSE81046
SRX1739278,Macrophages_M1,,GSE81046
SRX1164957,CD4_T_cells,,GSE72400
SRX1427420,Macrophages,,GSE74924
SRX3140240,Neutrophils,,GSE103170
SRX1739176,Macrophages,,GSE81046
SRX3242701,Macrophages,,GSE104589
SRX4223222,CD4_T_cells,,GSE115898
SRX259453,B_cells,,GSE45734
ERX2748040,CD4_T_cells,,E-MTAB-7143
SRX1739008,Macrophages_M1,,GSE81046
SRX2388113,CD8_T_cells,,GSE90730
SRX4518768,Non_plasma_B_cells,,GSE118254
SRX1738979,Macrophages_M1,,GSE81046
SRX680669,Monocytes,,GSE60424
SRX2388167,CD8_T_cells,,GSE90730
SRX974101,Macrophages_M1,,GSE67427
SRX3399272,CD8_T_cells,,GSE107011
SRX1739420,Macrophages,,GSE81046
SRX1884182,Fibroblasts,,GSE83834
SRX2388126,CD8_T_cells,,GSE90730
SRX4551852,Endothelium,,GSE118538
SRX1739075,Macrophages,,GSE81046
SRX3208745,Macrophages,,GSE104174
SRX974168,Macrophages,,GSE67427
SRX865329,Fibroblasts,,GSE65634
SRX4016729,CD4_T_cells,,GSE113891
SRX2388169,CD8_T_cells,,GSE90730
SRX2701828,Fibroblasts,,GSE97358
SRX2701850,Fibroblasts,,GSE97358
ERX1448280,Fibroblasts,,E-MTAB-4652
SRX3208719,Macrophages,,GSE104174
SRX974178,Macrophages_M1,,GSE67427
SRX2701800,Fibroblasts,,GSE97358
SRX2663679,Endothelium,,GSE96962
SRX1739415,Macrophages_M1,,GSE81046
SRX1427434,Macrophages_M1,,GSE74924
SRX1739165,Macrophages_M1,,GSE81046
SRX5128551,T_helpers,,GSE123812
SRX3118395,Fibroblasts,,GSE102983
SRX2635658,CD4_T_cells,,GSE96538
SRX4074939,Non_plasma_B_cells,,GSE114407
SRX1527086,Fibroblasts,,GSE77131
SRX5824219,Follicular_T_helper,,GSE131089
ERX1448272,Fibroblasts,,E-MTAB-4652
SRX2673662,Fibroblasts,,GSE97038
SRX680645,CD4_T_cells,,GSE60424
SRX4044552,T_helpers,,GSE114065
SRX3630263,Follicular_T_helper,,GSE109843
SRX2701935,Fibroblasts,,GSE97358
SRX1571013,NK_cells,,GSE77808
SRX5824135,Follicular_T_helper,,GSE131088
SRX4075054,CD8_T_cells,,GSE114407
SRX1739374,Macrophages_M1,,GSE81046
SRX1598987,CD4_T_cells,,GSE78276
SRX1739124,Macrophages_M1,,GSE81046
SRX1962064,Endothelium,,GSE84620
SRX2701847,Fibroblasts,,GSE97358
SRX1733624,Macrophages,,GSE80727
SRX1739295,Macrophages_M1,,GSE81046
SRX4453817,NK_cells,,GSE117614
SRX4074982,Non_plasma_B_cells,,GSE114407
SRX3208765,Macrophages,,GSE104174
SRX4495396,Macrophages,,GSE117970
SRX3209569,Macrophages_M1,,GSE104176
SRX1881724,T_helpers,,GSE83808
SRX1674792,Fibroblasts,,GSE79842
SRX796072,Endothelium,,GSE63843
SRX1571000,NK_cells,,GSE77808
SRX4075050,CD4_T_cells,,GSE114407
SRX1739279,Macrophages_M1,,GSE81046
SRX2140256,T_helpers,,GSE86452
SRX1522234,Endothelium,,GSE60217
SRX3399202,B_cells,,GSE107011
SRX5263042,Macrophages,,GSE125352
SRX4074894,CD4_T_cells,,GSE114407
ERX397862,CD8_T_cells,,E-MTAB-2319
SRX4495381,Monocytes,,GSE117970
SRX6476485,Macrophages,,GSE134555
SRX3678128,CD4_T_cells,,GSE110417
SRX2388156,CD8_T_cells,,GSE90730
SRX2532752,T_helpers,,GSE94396
SRX1739220,Macrophages_M1,,GSE81046
SRX2701887,Fibroblasts,,GSE97358
SRX2701910,Fibroblasts,,GSE97358
SRX1852934,Endothelium,,GSE83476
SRX1740195,T_cells,,GSE81063
SRX974171,Macrophages_M1,,GSE67427
SRX2741725,T_helpers,,GSE97862
ERX2748030,T_cells,,E-MTAB-7143
SRX4518737,Non_plasma_B_cells,,GSE118254
ERX1448258,Fibroblasts,,E-MTAB-4652
SRX4016752,CD4_T_cells,,GSE113891
SRX2915409,Macrophages,,GSE99987
SRX5842818,Macrophages,,GSE131300
SRX4559879,Neutrophils,,GSE118644
SRX3399218,T_cells,,GSE107011
SRX4074997,CD4_T_cells,,GSE114407
SRX1262130,CD4_T_cells,,GSE73213
SRX4518755,Non_plasma_B_cells,,GSE118254
SRX1739236,Macrophages,,GSE81046
SRX4075029,Non_plasma_B_cells,,GSE114407
SRX1884188,Fibroblasts,,GSE83834
SRX5824158,Follicular_T_helper,,GSE131088
SRX1738988,Macrophages_M1,,GSE81046
SRX2388163,CD8_T_cells,,GSE90730
SRX1841546,Fibroblasts,,GSE83314
ERX1448251,Fibroblasts,,E-MTAB-4652
SRX1948208,Endothelium,,GSE84385
SRX3703074,CD8_T_cells,,GSE110684
SRX680642,Neutrophils,,GSE60424
SRX3399216,CD8_T_cells,,GSE107011
SRX1739302,Macrophages_M1,,GSE81046
SRX2664175,Fibroblasts,,GSE96975
SRX2664177,Fibroblasts,,GSE96975
SRX5824169,Follicular_T_helper,,GSE131088
SRX5191640,Endothelium,,GSE124522
SRX1739339,Macrophages,,GSE81046
SRX4518769,Non_plasma_B_cells,,GSE118254
SRX4044502,T_helpers,,GSE114065
SRX2422713,Non_plasma_B_cells,,GSE92387
SRX1802838,CD8_T_cells,,GSE81975
SRX1601438,CD8_T_cells,,GSE78522
SRX1739333,Macrophages,,GSE81046
ERX397863,CD8_T_cells,,E-MTAB-2319
SRX974141,Macrophages_M1,,GSE67427
SRX1739024,Macrophages_M1,,GSE81046
SRX2965757,CD8_T_cells,,GSE100624
SRX2433547,Macrophages,,GSE92532
ERX397879,CD4_T_cells,,E-MTAB-2319
SRX2379312,T_helpers,,GSE90600
SRX2422715,Non_plasma_B_cells,,GSE92387
SRX4012398,Fibroblasts,,GSE113839
SRX5128547,Th2_cells,,GSE123812
SRX1739231,Macrophages_M1,,GSE81046
SRX4074868,Non_plasma_B_cells,,GSE114407
SRX1432677,Th2_cells,,GSE75011
SRX2701899,Fibroblasts,,GSE97358
SRX4012373,Endothelium,,GSE113839
SRX1638537,Endothelium,,GSE79306
SRX3351234,CD8_T_cells,,GSE106420
SRX680658,CD4_T_cells,,GSE60424
SRX1571026,NK_cells,,GSE77808
SRX2701792,Fibroblasts,,GSE97358
SRX1262124,CD4_T_cells,,GSE73213
SRX3824932,Endothelium,,GSE112101
SRX2701839,Fibroblasts,,GSE97358
SRX3862340,Macrophages_M1,,GSE112483
SRX2915411,Macrophages,,GSE99987
SRX4231988,Fibroblasts,,GSE115969
SRX4075057,Monocytes,,GSE114407
SRX2915431,Macrophages,,GSE99987
SRX2701875,Fibroblasts,,GSE97358
SRX974136,Macrophages_M1,,GSE67427
SRX1739121,Macrophages_M1,,GSE81046
SRX1978465,Endothelium,,GSE84877
SRX2433598,Macrophages,,GSE92532
SRX5191638,Endothelium,,GSE124522
ERX1448279,Fibroblasts,,E-MTAB-4652
SRX974093,Macrophages_M1,,GSE67427
SRX4799332,T_cells,,GSE120847
SRX3630255,Follicular_T_helper,,GSE109843
SRX2207933,Fibroblasts,,GSE87563
SRX3209589,Macrophages_M1,,GSE104176
SRX1841550,Fibroblasts,,GSE83314
SRX5512591,Endothelium,,GSE131681
SRX2915426,Macrophages,,GSE99987
SRX5624502,Macrophages,,GSE129210
SRX3360148,Fibroblasts,,GSE106508
SRX5214054,T_helpers,,GSE124757
SRX2388134,CD8_T_cells,,GSE90730
SRX4518762,Non_plasma_B_cells,,GSE118254
SRX1674785,Fibroblasts,,GSE79842
SRX1733620,Macrophages,,GSE80727
SRX5824194,Follicular_T_helper,,GSE131089
SRX974084,Macrophages_M1,,GSE67427
SRX5624494,Macrophages,,GSE129210
SRX3630251,Follicular_T_helper,,GSE109843
SRX4518771,Non_plasma_B_cells,,GSE118254
SRX2664172,Fibroblasts,,GSE96975
SRX3763953,CD8_T_cells,,GSE111389
SRX4518748,Non_plasma_B_cells,,GSE118254
SRX5512583,Endothelium,,GSE131681
SRX2523363,CD4_T_cells,,GSE94150
SRX1739015,Macrophages_M1,,GSE81046
SRX1739219,Macrophages_M1,,GSE81046
SRX3990100,CD8_T_cells,,GSE113590
SRX2388106,CD8_T_cells,,GSE90730
SRX5824187,Follicular_T_helper,,GSE131089
ERX397895,Non_plasma_B_cells,,E-MTAB-2319
SRX1739162,Macrophages,,GSE81046
SRX5824215,Follicular_T_helper,,GSE131089
SRX974149,Macrophages_M1,,GSE67427
SRX3208736,Macrophages,,GSE104174
SRX1739168,Macrophages_M1,,GSE81046
SRX2388275,Macrophages,,GSE90748
SRX974130,Macrophages_M1,,GSE67427
SRX2701950,Fibroblasts,,GSE97358
ERX2748025,T_cells,,E-MTAB-7143
SRX3399256,CD4_T_cells,,GSE107011
SRX4075055,CD4_T_cells,,GSE114407
SRX3161376,Fibroblasts,,GSE103488
SRX2388111,CD8_T_cells,,GSE90730
SRX2433589,Macrophages,,GSE92532
SRX272853,Endothelium,,GSE46502
SRX672210,Endothelium,,GSE60217
SRX3399262,Non_plasma_B_cells,,GSE107011
SRX2433594,Macrophages,,GSE92532
SRX2701809,Fibroblasts,,GSE97358
SRX3110508,Fibroblasts,,GSE102860
SRX5604261,Fibroblasts,,GSE129058
SRX1739247,Macrophages_M1,,GSE81046
SRX259485,Non_plasma_B_cells,,GSE45734
SRX450816,Endothelium,,GSE54416
SRX4074974,CD4_T_cells,,GSE114407
SRX5128550,T_helpers,,GSE123812
SRX2663678,Endothelium,,GSE96962
ERX2443961,Endothelium,,E-MTAB-6605
SRX1739041,Macrophages_M1,,GSE81046
SRX3399230,Non_plasma_B_cells,,GSE107011
SRX680668,Neutrophils,,GSE60424
ERX1858576,CD8_T_cells,,E-MTAB-5381
SRX2772043,Macrophages,,GSE98368
SRX4074971,CD4_T_cells,,GSE114407
SRX4518740,Non_plasma_B_cells,,GSE118254
SRX3208716,Macrophages,,GSE104174
SRX997400,Fibroblasts,,GSE67945
SRX4044518,T_helpers,,GSE114065
SRX2388147,CD8_T_cells,,GSE90730
SRX1739239,Macrophages,,GSE81046
SRX4075033,Monocytes,,GSE114407
SRX3862341,Macrophages,,GSE112483
SRX5824217,Follicular_T_helper,,GSE131089
SRX4377257,Neutrophils,,GSE116899
SRX4285036,NK_cells,,GSE116178
SRX2264053,Macrophages,,GSE89323
SRX3410738,CD8_T_cells_PD1_high,,GSE100860
SRX2664183,Fibroblasts,,GSE96975
SRX5512595,Endothelium,,GSE131681
SRX2915420,Macrophages,,GSE99987
SRX1739416,Macrophages_M1,,GSE81046
SRX849319,Fibroblasts,,GSE65145
SRX967648,Fibroblasts,,GSE67250
SRX974211,Macrophages_M1,,GSE67427
SRX4495354,Monocytes,,GSE117970
SRX3399299,Monocytes,,GSE107011
SRX4518751,Non_plasma_B_cells,,GSE118254
SRX1739170,Macrophages,,GSE81046
SRX4097426,Endothelium,,GSE114607
SRX2701860,Fibroblasts,,GSE97358
SRX4203037,Non_plasma_B_cells,,GSE115736
SRX1739159,Macrophages,,GSE81046
SRX2388165,CD8_T_cells,,GSE90730
SRX974142,Macrophages_M1,,GSE67427
SRX5214046,T_helpers,,GSE124757
SRX865321,Fibroblasts,,GSE65634
SRX1739051,Macrophages_M1,,GSE81046
SRX974165,Macrophages_M1,,GSE67427
SRX5512569,Endothelium,,GSE131681
SRX1852930,Endothelium,,GSE83476
SRX4453826,NK_cells,,GSE117614
SRX1739171,Macrophages_M1,,GSE81046
SRX4075008,CD8_T_cells,,GSE114407
SRX5824218,Follicular_T_helper,,GSE131089
SRX5263053,Macrophages,,GSE125352
SRX3209573,Macrophages,,GSE104176
SRX3399286,CD4_T_cells,,GSE107011
SRX1739287,Macrophages_M1,,GSE81046
SRX2388212,CD8_T_cells,,GSE90730
SRX1117128,Non_plasma_B_cells,,GSE71247
SRX3586341,Macrophages,,GSE109439
SRX1739230,Macrophages,,GSE81046
SRX4495348,Monocytes,,GSE117970
SRX220060,Endothelium,,GSE43788
SRX5191642,Endothelium,,GSE124522
SRX967645,Fibroblasts,,GSE67250
SRX5391660,T_cells,,GSE126752
SRX1733625,Macrophages_M2,,GSE80727
SRX5824151,Follicular_T_helper,,GSE131088
SRX2701894,Fibroblasts,,GSE97358
SRX1884196,Fibroblasts,,GSE83834
SRX1739262,Macrophages_M1,,GSE81046
SRX1527076,Fibroblasts,,GSE77131
SRX2193431,CD4_T_cells,,GSE87399
SRX1733629,Macrophages_M1,,GSE80727
SRX4804502,CD8_T_cells,,GSE120904
SRX4285029,NK_cells,,GSE116178
SRX680657,Non_plasma_B_cells,,GSE60424
SRX2673665,Fibroblasts,,GSE97038
ERX623641,Fibroblasts,,E-MTAB-3037
SRX4075043,CD4_T_cells,,GSE114407
SRX2741722,T_helpers,,GSE97862
SRX2701874,Fibroblasts,,GSE97358
SRX5124473,Macrophages,,GSE123603
SRX1427424,Macrophages,,GSE74924
SRX2378894,CD4_T_cells,,GSE90569
SRX2433544,Macrophages,,GSE92532
SRX3110514,Fibroblasts,,GSE102860
SRX2673658,Fibroblasts,,GSE97038
SRX4097400,Endothelium,,GSE114607
SRX3110512,Fibroblasts,,GSE102860
SRX1739379,Macrophages_M1,,GSE81046
SRX707565,Fibroblasts,,GSE61600
SRX5213385,Macrophages_M2,,GSE124738
SRX5128557,Th17_cells,,GSE123812
SRX2388185,CD8_T_cells,,GSE90730
SRX1674341,Macrophages,,GSE79833
SRX2741733,T_helpers,,GSE97862
SRX4559888,Neutrophils,,GSE118644
SRX2701904,Fibroblasts,,GSE97358
SRX1739474,Macrophages,,GSE81046
SRX2433555,Macrophages,,GSE92532
SRX4797284,Macrophages,,GSE112101
SRX4521376,Macrophages,,GSE118305
SRX469932,Endothelium,,GSE54912
SRX1884193,Fibroblasts,,GSE83834
SRX4804512,CD8_T_cells,,GSE120904
SRX5624504,Macrophages,,GSE129210
SRX5263052,Macrophages,,GSE125352
SRX1739380,Macrophages_M1,,GSE81046
SRX974194,Macrophages_M1,,GSE67427
SRX1571032,NK_cells,,GSE77808
SRX4012389,Endothelium,,GSE113839
SRX3405803,B_cells,,GSE107111
SRX5824173,Follicular_T_helper,,GSE131088
SRX1739467,Macrophages_M1,,GSE81046
SRX3399209,NK_cells,,GSE107011
SRX2741677,CD4_T_cells,,GSE97861
SRX259451,Non_plasma_B_cells,,GSE45734
SRX3161378,Fibroblasts,,GSE103488
SRX2701820,Fibroblasts,,GSE97358
SRX3399304,Neutrophils,,GSE107011
SRX1427423,Macrophages,,GSE74924
SRX2378887,CD4_T_cells,,GSE90569
SRX5824202,Follicular_T_helper,,GSE131089
ERX2748026,T_cells,,E-MTAB-7143
SRX4797330,Endothelium,,GSE112101
SRX893712,Tregs,,GSE66385
SRX4823200,Macrophages,,GSE121049
SRX4016736,CD4_T_cells,,GSE113891
SRX2379316,T_helpers,,GSE90600
SRX1164953,T_helpers,,GSE72400
SRX1599003,CD4_T_cells,,GSE78276
SRX1802971,Fibroblasts,,GSE81982
SRX2664186,Fibroblasts,,GSE96975
SRX1884179,Fibroblasts,,GSE83834
SRX4012371,Myeloid_cells,,GSE113839
SRX4495402,Macrophages,,GSE117970
SRX680671,CD4_T_cells,,GSE60424
SRX2701886,Fibroblasts,,GSE97358
SRX4377242,Neutrophils,,GSE116899
SRX469931,Endothelium,,GSE54912
SRX1739164,Macrophages,,GSE81046
SRX2433541,Macrophages,,GSE92532
SRX1881728,CD4_T_cells,,GSE83808
SRX865330,Fibroblasts,,GSE65634
SRX5391671,T_cells,,GSE126752
SRX1739137,Macrophages_M1,,GSE81046
SRX3399215,CD8_T_cells,,GSE107011
SRX4044482,T_helpers,,GSE114065
SRX1739475,Macrophages_M1,,GSE81046
SRX3399243,CD8_T_cells,,GSE107011
SRX2379318,CD4_T_cells,,GSE90600
SRX4223188,CD8_T_cells,,GSE115898
SRX1739196,Macrophages_M1,,GSE81046
SRX4521367,Macrophages,,GSE118305
SRX4016724,CD4_T_cells,,GSE113891
SRX1739012,Macrophages_M1,,GSE81046
SRX974198,Macrophages_M1,,GSE67427
SRX1739321,Macrophages,,GSE81046
SRX4495401,Macrophages,,GSE117970
SRX4285033,NK_cells,,GSE116178
SRX1522229,Endothelium,,GSE60217
SRX4016713,CD4_T_cells,,GSE113891
SRX1962058,Endothelium,,GSE84620
SRX4184783,Myeloid_cells,,GSE115514
ERX397889,CD8_T_cells,,E-MTAB-2319
SRX4044542,T_helpers,,GSE114065
SRX1527087,Fibroblasts,,GSE77131
